Date,Close/Last,Volume,Open,High,Low
07/31/2020,1480.43,--,1495.15,1495.15,1457.62
07/30/2020,1495.1,--,1499.2,1499.2,1475.16
07/29/2020,1500.63,--,1471.37,1501.86,1471.37
07/28/2020,1469.76,--,1484.37,1485.34,1469.55
07/27/2020,1484.65,--,1468.23,1484.66,1464.48
07/24/2020,1467.55,--,1488.67,1488.67,1466.1
07/23/2020,1490.2,--,1489.33,1507.24,1472.13
07/22/2020,1490.14,--,1486.43,1496.73,1472.13
07/21/2020,1487.51,--,1472.13,1496.73,1472.13
07/20/2020,1467.95,--,1471.67,1474.37,1461.3
07/17/2020,1473.32,--,1467.87,1482.4,1464.71
07/16/2020,1467.56,--,1473.78,1473.78,1460.08
07/15/2020,1478.27,--,1432.5,1485.05,1432.5
07/14/2020,1428.26,--,1403.13,1428.4,1393.9
07/13/2020,1403.57,--,1427.36,1452.32,1403.06
07/10/2020,1422.68,--,1398.92,1422.71,1395.65
07/09/2020,1398.92,--,1427.44,1427.83,1384.1
07/08/2020,1427.4,--,1416.36,1431.83,1402.18
07/07/2020,1416,--,1441.3,1461.28,1414.24
07/06/2020,1442.88,--,1435.95,1461.28,1435.95
07/02/2020,1431.86,--,1433.39,1459.41,1423.65
07/01/2020,1427.31,--,1443.29,1451.46,1423.65
06/30/2020,1441.37,--,1418.55,1444.12,1413.18
06/29/2020,1421.21,--,1383.04,1427.09,1381.04
06/26/2020,1378.78,--,1411.37,1411.37,1375.59
06/25/2020,1413.31,--,1388.41,1413.71,1375.37
06/24/2020,1389.74,--,1437.2,1437.2,1374.4
06/23/2020,1439.34,--,1436.46,1454.12,1436.46
06/22/2020,1433.53,--,1417.67,1433.53,1400.98
06/19/2020,1418.63,--,1430.65,1443.8,1409.47
06/18/2020,1427.08,--,1424.72,1439.74,1412.27
06/17/2020,1426.53,--,1453.33,1456.76,1424.59
06/16/2020,1452.26,--,1432.35,1473.74,1427.84
06/15/2020,1419.61,--,1381.41,1425.84,1343.6
06/12/2020,1387.68,--,1366.96,1412.91,1349.39
06/11/2020,1356.22,--,1458.34,1458.34,1355.32
06/10/2020,1467.39,--,1506.94,1506.94,1465.94
06/09/2020,1507.05,--,1533.03,1536.89,1496.69
06/08/2020,1536.89,--,1510.59,1537.62,1510.59
06/05/2020,1507.15,--,1460.18,1525.56,1460.18
06/04/2020,1452.06,--,1450.16,1463.55,1425.37
06/03/2020,1452.09,--,1425.37,1463.55,1425.37
06/02/2020,1418.21,--,1409.16,1421.12,1403.69
06/01/2020,1405.37,--,1396.29,1419.94,1395.51
05/29/2020,1394.04,--,1399.05,1399.05,1372.71
05/28/2020,1400.67,--,1437.84,1450.37,1396.95
05/27/2020,1436.36,--,1398.5,1438.96,1382.03
05/26/2020,1393.07,--,1361.16,1406.77,1361.16
05/22/2020,1355.53,--,1349.4,1355.77,1338.13
05/21/2020,1347.56,--,1345.72,1354.65,1333.99
05/20/2020,1346.93,--,1322.78,1353.38,1322.78
05/19/2020,1307.72,--,1330.27,1339.12,1307.27
05/18/2020,1333.69,--,1290.9,1338.35,1290.9
05/15/2020,1256.99,--,1236.25,1259.28,1225.55
05/14/2020,1237.55,--,1226.66,1237.56,1181.09
05/13/2020,1233.25,--,1272.9,1272.9,1212.75
05/12/2020,1275.54,--,1322.67,1326.89,1275.54
05/11/2020,1321.24,--,1320.37,1333.85,1303.53
05/08/2020,1329.64,--,1294.28,1330.11,1294.28
05/07/2020,1282.93,--,1268.35,1290.92,1268.35
05/06/2020,1263.01,--,1278.9,1284.92,1262.56
05/05/2020,1273.51,--,1271.22,1302.45,1269.99
05/04/2020,1263.97,--,1254.88,1263.97,1234.01
05/01/2020,1260.48,--,1280.58,1281.08,1241.91
04/30/2020,1310.66,--,1354.8,1354.8,1310.45
04/29/2020,1360.76,--,1314.04,1373.39,1314.04
04/28/2020,1298.08,--,1301.22,1316.71,1282.77
04/27/2020,1281.88,--,1243.47,1289.18,1243.47
04/24/2020,1233.05,--,1216.68,1238.31,1210.62
04/23/2020,1214.06,--,1203.66,1232.59,1203.66
04/22/2020,1201.52,--,1203.01,1213.34,1196.54
04/21/2020,1185.09,--,1192.22,1195.88,1173.91
04/20/2020,1213.35,--,1220.63,1233.86,1202.22
04/17/2020,1229.1,--,1191.85,1231.93,1191.85
04/16/2020,1178.09,--,1185.1,1187.84,1154.52
04/15/2020,1183.98,--,1221.71,1221.71,1176.03
04/14/2020,1237.33,--,1232.32,1251.88,1224.15
04/13/2020,1212.04,--,1240.91,1240.94,1200.92
04/09/2020,1246.73,--,1212.66,1250.13,1212.66
04/08/2020,1191.66,--,1151.01,1197.17,1147.26
04/07/2020,1139.17,--,1158.17,1190.98,1133.55
04/06/2020,1138.78,--,1085.88,1139.93,1085.88
04/03/2020,1052.05,--,1082.9,1082.9,1035.39
04/02/2020,1085.81,--,1071.46,1102.36,1055.6
04/01/2020,1071.99,--,1127.73,1127.73,1064.6
03/31/2020,1153.1,--,1155.68,1164.63,1130.34
03/30/2020,1158.32,--,1134.14,1158.64,1119.95
03/27/2020,1131.99,--,1163.92,1163.92,1125.68
03/26/2020,1180.32,--,1116.3,1180.32,1116.3
03/25/2020,1110.37,--,1100.14,1146.81,966.4249
03/24/2020,1096.56,--,1041.07,1096.54,966.4249
03/23/2020,1002.42,--,1014.08,1017.89,966.4249
03/20/2020,1013.89,--,1064.72,1087.72,1009.53
03/19/2020,1058.75,--,988.7066,1069.15,968.8566
03/18/2020,991.1641,--,1057.65,1062.88,966.2156
03/17/2020,1106.51,--,1210.13,1174.97,1035.19
03/16/2020,1037.42,--,1174.97,1174.97,1035.19
03/13/2020,1210.13,--,1153.76,1210.13,1109.39
03/12/2020,1122.93,--,1253.87,1253.87,1121.72
03/11/2020,1264.3,--,1349.24,1349.24,1249.28
03/10/2020,1350.9,--,1329.88,1351.48,1288.93
03/09/2020,1313.44,--,1396.24,1396.24,1310.76
03/06/2020,1449.22,--,1476.63,1476.63,1417.27
03/05/2020,1478.82,--,1522.85,1522.85,1462.92
03/04/2020,1531.2,--,1500.15,1531.2,1494.58
03/03/2020,1486.08,--,1518.52,1539.74,1472.74
03/02/2020,1518.49,--,1476.59,1518.53,1463.06
02/28/2020,1476.43,--,1496.83,1496.83,1448.21
02/27/2020,1497.87,--,1545.25,1553.98,1495.89
02/26/2020,1552.76,--,1572.27,1588.32,1551.39
02/25/2020,1571.9,--,1630.87,1633.11,1568.97
02/24/2020,1628.1,--,1676.65,1676.65,1620.14
02/21/2020,1678.61,--,1694.73,1694.73,1673.2
02/20/2020,1696.07,--,1689.42,1698.91,1677.62
02/19/2020,1692.57,--,1685.33,1698.16,1685.33
02/18/2020,1683.52,--,1686.03,1687.38,1674.6
02/14/2020,1687.58,--,1694.87,1695.17,1683.47
02/13/2020,1693.74,--,1684.58,1696.54,1680.38
02/12/2020,1689.38,--,1684.39,1690.06,1683.02
02/11/2020,1677.51,--,1674.5,1686.01,1653.67
02/10/2020,1667.67,--,1654.92,1667.7,1653.67
02/07/2020,1656.78,--,1673.53,1673.53,1654.31
02/06/2020,1677.46,--,1685.44,1689.17,1677.29
02/05/2020,1681.92,--,1667.95,1682.96,1644.42
02/04/2020,1656.77,--,1644.42,1661,1644.42
02/03/2020,1632.21,--,1618.8,1636.88,1618.8
01/31/2020,1614.06,--,1643.69,1643.69,1610.64
01/30/2020,1648.22,--,1641.47,1663.77,1630.94
01/29/2020,1649.22,--,1661.08,1663.77,1649
01/28/2020,1658.31,--,1644.14,1661.19,1644.14
01/27/2020,1644.14,--,1662.23,1662.23,1632.26
01/24/2020,1662.23,--,1685.01,1689.15,1653.19
01/23/2020,1685.01,--,1684.46,1687.85,1666.47
01/22/2020,1684.46,--,1685.9,1694.37,1682.94
01/21/2020,1685.9,--,1699.64,1699.64,1684.26
01/17/2020,1699.64,--,1705.22,1715.08,1697.69
01/16/2020,1705.22,--,1682.4,1706.17,1682.4
01/15/2020,1682.4,--,1675.74,1688.12,1673.4
01/14/2020,1675.74,--,1668.39,1684.34,1662.86
01/13/2020,1669.61,--,1658.98,1669.61,1652.32
01/10/2020,1657.64,--,1665.47,1666.75,1654.01
01/09/2020,1664.99,--,1669.86,1671.82,1663.78
01/08/2020,1663.59,--,1658.47,1669.29,1658.23
01/07/2020,1658.31,--,1659.73,1662.1,1653.33
